No.	Accession	Taxon name
564	GCA_000212395.1	Thermodesulfobium narugense
565	GCA_000212415.1	Treponema brennaborense
566	GCA_000212695.1	Cellulomonas fimi
567	GCA_000212915.1	Bacteroides coprosuis
568	GCA_000213235.1	Tepidanaerobacter acetatoxydans
569	GCA_000213535.1	Kingella kingae
570	GCA_000213555.1	Dysgonomonas gadei
571	GCA_000213575.1	Dysgonomonas mossii
572	GCA_000213655.1	Alteromonas naphthalenivorans
573	GCA_000213935.2	Corynebacterium nuruki
574	GCA_000213975.1	Centipeda periodontii
575	GCA_000214035.2	Methyloversatilis universalis
576	GCA_000214175.1	Hoyosella subflava
577	GCA_000214215.1	Marinomonas posidonica
578	GCA_000214275.3	Methylomicrobium album
579	GCA_000214355.1	Treponema azotonutricium
580	GCA_000214375.1	Treponema primitia
581	GCA_000214435.1	Desulfotomaculum carboxydivorans
582	GCA_000214595.2	Methylophaga aminisulfidivorans
583	GCA_000214705.1	Desulfofundulus kuznetsovii
584	GCA_000214825.1	Thiomicrospira cyclica
585	GCA_000215085.1	Desulfotomaculum ruminis
586	GCA_000215705.1	Ramlibacter tataouinensis
587	GCA_000215745.1	Klebsiella aerogenes
588	GCA_000215955.3	Salinisphaera shabanensis
589	GCA_000215975.1	Thermodesulfobacterium geofontis
590	GCA_000217795.1	Thermodesulfatator indicus
591	GCA_000217815.1	Pseudothermotoga thermarum
592	GCA_000218235.1	Prevotella multisaccharivorax
593	GCA_000218485.2	Aquimarina agarivorans
594	GCA_000218545.1	Cellvibrio gilvus
595	GCA_000218895.1	Runella slithyformis
596	GCA_000219215.1	Cupriavidus necator
597	GCA_000219605.1	Pseudomonas stutzeri
598	GCA_000219725.1	Treponema caldarium
599	GCA_000219915.3	Advenella kashmirensis subsp. kashmirensis
600	GCA_000220255.1	Prevotella pallens
601	GCA_000220705.2	Streptomyces xinghaiensis
602	GCA_000220825.1	Fusobacterium nucleatum subsp. animalis
603	GCA_000220865.1	Neisseria macacae
604	GCA_000221205.1	Rickettsia heilongjiangensis
605	GCA_000222305.1	Borrelia bissettiae
606	GCA_000222425.1	Campylobacter fetus subsp. venerealis
607	GCA_000222485.1	Cyclobacterium marinum
608	GCA_000222585.2	Vibrio scophthalmi
609	GCA_000222605.2	Vibrio ichthyoenteri
610	GCA_000222685.2	Vibrio nigripulchritudo
611	GCA_000223215.1	Brachyspira intermedia
612	GCA_000223295.2	Streptococcus constellatus subsp. pharyngis
613	GCA_000223985.2	Thiocapsa marina
614	GCA_000224085.1	Muricauda ruestringensis
615	GCA_000224105.1	Mycoplasma putrefaciens
616	GCA_000224255.2	Neisseria weaveri
617	GCA_000224335.2	Bizionia argentinensis
618	GCA_000224715.2	Serinicoccus profundi
619	GCA_000224785.2	Lentibacillus jeotgali
620	GCA_000225345.1	Roseburia hominis
621	GCA_000225505.1	Gordonia alkanivorans
622	GCA_000225525.2	Streptomyces zinciresistens
623	GCA_000225705.1	Collinsella tanakaei
624	GCA_000225825.2	Brachybacterium squillarum
625	GCA_000226135.2	Bacteroides faecis
626	GCA_000226215.2	Dietzia alimentaria
627	GCA_000226495.3	Aggregatibacter aphrophilus
628	GCA_000226565.1	Glaciecola nitratireducens
629	GCA_000226875.1	Neisseria shayeganii
630	GCA_000227215.2	Acidithiobacillus thiooxidans
631	GCA_000227295.1	Cutibacterium avidum
632	GCA_000227465.1	Bacillus subtilis subsp. spizizenii
633	GCA_000227665.3	Thiomicrospira aerophila
634	GCA_000227745.3	Thiocystis violascens
635	GCA_000227765.1	Neisseria wadsworthii
636	GCA_000230555.1	Pelagibacterium halotolerans
637	GCA_000230695.3	Rhodanobacter denitrificans
638	GCA_000230995.3	Mesorhizobium australicum
639	GCA_000231035.3	Saccharomonospora iraqiensis subsp. paurometabolica
640	GCA_000231055.3	Saccharomonospora azurea
641	GCA_000231215.1	Cutibacterium acnes subsp. defendens
642	GCA_000231275.1	Alistipes indistinctus
643	GCA_000231385.3	Desulfosporosinus meridiei
644	GCA_000231405.3	Desulfitobacterium metallireducens
645	GCA_000233695.3	Desulfobacter postgatei
646	GCA_000233715.3	Desulfallas gibsoniae
647	GCA_000234095.1	Selenomonas infelix
648	GCA_000234355.2	Gluconobacter morbifer
649	GCA_000235405.3	Fervidobacterium pennivorans
650	GCA_000235425.3	Frankia saprophytica
651	GCA_000235605.1	Desulfosporosinus orientis
652	GCA_000235885.1	Prevotella stercorea
653	GCA_000236035.1	Halomonas boliviensis
654	GCA_000236565.2	Mesorhizobium alhagi
655	GCA_000236805.2	Paenibacillus peoriae
656	GCA_000236865.1	Senegalimassilia anaerobia
657	GCA_000236925.1	Staphylococcus argenteus
658	GCA_000237085.1	Hungateiclostridium clariflavum
659	GCA_000237845.1	Rickettsia slovaca
660	GCA_000237975.1	Sulfobacillus acidophilus
661	GCA_000237995.2	Pediococcus claussenii
662	GCA_000238075.1	Oribacterium asaccharolyticum
663	GCA_000238115.1	Peptoanaerobacter stomatis
664	GCA_000238255.4	Pseudoalteromonas spongiae
665	GCA_000238275.3	Pseudoalteromonas undina
666	GCA_000238295.3	Pseudoalteromonas rubra
667	GCA_000238315.4	Pseudoalteromonas piscicida
668	GCA_000238335.3	Pseudoalteromonas marina
669	GCA_000238375.3	Pseudoalteromonas citrea
670	GCA_000238395.4	Pseudoalteromonas arctica
671	GCA_000238795.2	Haemophilus sputorum
672	GCA_000238915.2	Arthrobacter globiformis
673	GCA_000239155.2	Actinoalloteichus spitiensis
674	GCA_000239295.1	Flavonifractor plautii
675	GCA_000240165.1	Streptomyces cattleya
676	GCA_000241055.1	Oenococcus kitaharae
677	GCA_000241265.2	Gordonia araii
678	GCA_000241305.2	Gordonia effusa
679	GCA_000241325.2	Gordonia polyisoprenivorans
680	GCA_000241345.2	Gordonia amarae
681	GCA_000241465.1	Sphingomonas echinoides
682	GCA_000241955.1	Rahnella aquatilis
683	GCA_000242235.1	Stomatobaculum longum
684	GCA_000242255.3	Frateuria aurantia
685	GCA_000242335.3	Prevotella dentalis
686	GCA_000242435.1	Dialister succinatiphilus
687	GCA_000242635.3	Solitalea canadensis
688	GCA_000242915.2	Sulfurimonas gotlandica
689	GCA_000243115.3	Niabella soli
690	GCA_000243135.3	Desulfitobacterium dichloroeliminans
691	GCA_000243155.3	Desulfitobacterium dehalogenans
692	GCA_000243215.1	Odoribacter laneus
693	GCA_000243235.1	Gillisia limnaea
694	GCA_000243275.1	Myroides odoratus
695	GCA_000243395.3	Saccharomonospora glauca
696	GCA_000243675.3	Leptospira inadai
697	GCA_000243695.3	Leptospira kirschneri
698	GCA_000243715.3	Leptospira broomii
699	GCA_000243735.3	Leptospira kmetyi
700	GCA_000243815.3	Leptospira alexanderi
701	GCA_000244755.3	Leptospira licerasiae
702	GCA_000244895.1	Desulfosporosinus youngiae
703	GCA_000244955.1	Saccharomonospora marina
704	GCA_000244975.1	Saccharomonospora cyanea
705	GCA_000245015.1	Beggiatoa alba
706	GCA_000245755.1	Helcococcus kunzii
707	GCA_000245775.1	Megamonas funiformis
708	GCA_000245795.1	Facklamia languida
709	GCA_000246855.1	Niastella koreensis
710	GCA_000246895.2	Clostridium arbusti
711	GCA_000246925.2	Peptoniphilus rhinitidis
712	GCA_000246945.2	Myroides injenensis
713	GCA_000247605.1	Acetobacterium woodii
714	GCA_000247995.2	Mobilicoccus pelagius
715	GCA_000248015.2	Escherichia hermannii
716	GCA_000248055.2	Gordonia sputi
717	GCA_000248075.2	Gordonia otitidis
718	GCA_000250875.1	Sutterella parvirubra
719	GCA_000252165.2	Glaciecola punicea
720	GCA_000252445.1	Deinococcus gobiensis
721	GCA_000252855.1	Riemerella anatipestifer
722	GCA_000252955.1	Xenorhabdus nematophila
723	GCA_000252995.1	Salmonella bongori
724	GCA_000253115.1	Thiomonas arsenitoxydans
725	GCA_000253235.1	Streptomyces venezuelae
726	GCA_000255115.3	Desulfosporosinus acidiphilus
727	GCA_000255135.1	Marinitoga piezophila
728	GCA_000255295.1	Corallococcus coralloides
729	GCA_000255455.1	Aquimarina agarilytica
730	GCA_000255555.2	Treponema saccharophilum
731	GCA_000256565.1	Herbaspirillum lusitanum
732	GCA_000257205.1	Vibrio ordalii
733	GCA_000257765.1	Streptococcus anginosus subsp. whileyi
734	GCA_000258175.1	Saccharomonospora xinjiangensis
735	GCA_000258495.1	Pedobacter agri
736	GCA_000258765.1	Gillisia marina
737	GCA_000259075.1	Marinilabilia salmonicolor
738	GCA_000259195.1	Pseudomonas donghuensis
739	GCA_000259275.1	Helicobacter cetorum
740	GCA_000260135.1	Thiothrix nivea
741	GCA_000260415.1	Lactobacillus mali
742	GCA_000260715.1	Bifidobacterium animalis subsp. animalis
743	GCA_000260815.1	Rhodococcus imtechensis
744	GCA_000260965.1	Methylophaga frappieri
745	GCA_000262045.1	Bacillus siamensis
746	GCA_000262225.1	Fusobacterium necrophorum subsp. funduliforme
747	GCA_000262345.1	Streptomyces xiaopingdaonensis
748	GCA_000262405.1	Microvirga lotononidis
749	GCA_000262445.1	Thermoanaerobacter siderophilus
750	GCA_000262545.1	Prevotella bivia
751	GCA_000262755.1	Bacillus methanolicus
752	GCA_000263055.1	Rickettsia honei
753	GCA_000263275.1	Helicobacter bizzozeronii
754	GCA_000264295.1	Rhodanobacter spathiphylli
755	GCA_000264315.1	Rhodanobacter fulvus
756	GCA_000264375.1	Rhodanobacter thiooxydans
757	GCA_000264765.2	Edwardsiella anguillarum
758	GCA_000264945.2	Sphingobium indicum
759	GCA_000265245.2	Halomonas smyrnensis
760	GCA_000265295.1	Sulfurospirillum barnesii
761	GCA_000265365.1	Alistipes finegoldii
762	GCA_000265385.1	Aequorivita sublithincola
763	GCA_000265405.1	Belliella baltica
764	GCA_000265425.1	Terriglobus roseus
765	GCA_000266925.1	Acetomicrobium mobile
766	GCA_000269805.1	Actinomyces massiliensis
767	GCA_000269865.1	Fictibacillus macauensis
768	GCA_000269925.1	Lactococcus garvieae subsp. garvieae
769	GCA_000269985.1	Kitasatospora setae
770	GCA_000270245.1	Microlunatus phosphovorus
771	GCA_000271305.1	Hydrocarboniphaga effusa
772	GCA_000271405.2	Enterococcus hirae
773	GCA_000272005.1	Alishewanella agri
774	GCA_000273375.1	Bartonella birtlesii
775	GCA_000273745.1	Rickettsia australis
776	GCA_000275725.1	Halomonas stevensii
777	GCA_000276805.1	Moritella dasanensis
778	GCA_000277125.1	Mycobacterium intracellulare subsp. intracellulare
779	GCA_000277645.1	Weissella koreensis
780	GCA_000278135.1	Bartonella washoensis
781	GCA_000278155.1	Bartonella doshiae
782	GCA_000278215.1	Bartonella rattimassiliensis
783	GCA_000278235.1	Bartonella vinsonii subsp. arupensis
784	GCA_000278275.1	Bartonella tamiae
785	GCA_000278315.1	Bartonella elizabethae
786	GCA_000280015.1	Bartonella alsatica
787	GCA_000280055.1	Alishewanella aestuarii
788	GCA_000280495.2	Kosakonia radicincitans
789	GCA_000281085.1	Catenovulum agarivorans
790	GCA_000282115.1	Chryseobacterium populi
791	GCA_000283235.1	Methylocystis parvus
792	GCA_000283575.1	Oscillibacter valericigenes
793	GCA_000283595.1	Rickettsia japonica
794	GCA_000284075.1	Rickettsia rhipicephali
795	GCA_000284295.1	Actinoplanes missouriensis
796	GCA_000284375.1	Bradyrhizobium japonicum
797	GCA_000284515.1	Halobacillus halophilus
798	GCA_000284615.1	Marinobacter hydrocarbonoclasticus
799	GCA_000285275.1	Acetobacter pasteurianus subsp. pasteurianus
800	GCA_000285295.1	Komagataeibacter europaeus
801	GCA_000285495.1	Oceanobacillus massiliensis
802	GCA_000285515.1	Paenibacillus senegalensis
803	GCA_000285535.1	Bacillus timonensis
804	GCA_000285555.1	Kurthia massiliensis
805	GCA_000285575.1	Clostridium senegalense
806	GCA_000285595.1	Kurthia senegalensis
807	GCA_000285835.2	Brevibacterium senegalense
808	GCA_000286075.1	Streptococcus ratti
809	GCA_000291685.1	Moritella marina
810	GCA_000292245.2	Bacillus alcalophilus
811	GCA_000292935.1	Fusobacterium hwasookii
812	GCA_000293805.1	Paenibacillus alvei
813	GCA_000294495.1	Streptococcus suis
814	GCA_000295095.1	Actinomyces timonensis
815	GCA_000295825.1	Mycolicibacterium vaccae
816	GCA_000296445.1	Slackia piriformis
817	GCA_000296695.1	Rheinheimera nanhaiensis
818	GCA_000297115.1	Caloramator australicus
819	GCA_000297155.2	Streptomyces tsukubensis
820	GCA_000297795.2	Corynebacterium otitidis
821	GCA_000298075.1	Staphylococcus massiliensis
822	GCA_000298195.1	Gordonia rhizosphera
823	GCA_000298215.1	Kineosphaera limosa
824	GCA_000298235.1	Gordonia namibiensis
825	GCA_000298255.1	Solibacillus isronensis
826	GCA_000298315.2	Rhizobium grahamii
827	GCA_000299035.1	Bacillus bingmayongensis
828	GCA_000299335.2	Alcanivorax pacificus
829	GCA_000299355.1	Gottschalkia acidurici
830	GCA_000299895.1	Idiomarina xiamenensis
831	GCA_000299915.1	Gallaecimonas xiamenensis
832	GCA_000299935.1	Oceanibaculum indicum
833	GCA_000300005.1	Alcanivorax dieselolei
834	GCA_000300235.2	Thalassospira xiamenensis
835	GCA_000300275.1	Thalassospira profundimaris
836	GCA_000300335.1	Nitratireductor pacificus
837	GCA_000300455.4	Kosakonia sacchari
838	GCA_000300535.1	Bacillus xiamenensis
839	GCA_000300975.2	Herbaspirillum frisingense
840	GCA_000300995.1	Alcanivorax hongdengensis
841	GCA_000301035.1	Facklamia hominis
842	GCA_000301055.1	Facklamia ignava
843	GCA_000302595.1	Pedobacter arcticus
844	GCA_000302915.1	Pseudomonas avellanae
845	GCA_000305495.2	Bacillus psychrosaccharolyticus
846	GCA_000306115.2	Leptospira wolffii
847	GCA_000306235.2	Leptospira fainei
848	GCA_000306255.2	Leptospira noguchii
849	GCA_000306675.2	Leptospira mayottensis
850	GCA_000306945.1	Bordetella pertussis
851	GCA_000306965.1	Amphibacillus jilinensis
852	GCA_000307105.1	Desulfobacula toluolica
853	GCA_000307165.1	Amphibacillus xylanus
854	GCA_000307245.1	Luteimicrobium xylanilyticum
855	GCA_000308255.3	Anaerococcus pacaensis
856	GCA_000308275.2	Murdochiella asaccharolytica
857	GCA_000308295.2	Afipia birgiae
858	GCA_000308315.1	Legionella tunisiensis
859	GCA_000308375.1	Nocardia aobensis
860	GCA_000308415.1	Nocardia asiatica
861	GCA_000308435.1	Nocardia araoensis
862	GCA_000308455.1	Nocardia abscessus
863	GCA_000308495.1	Nocardia brevicatena
864	GCA_000308515.1	Nocardia carnea
865	GCA_000308535.1	Nocardia cerradoensis
866	GCA_000308555.1	Nocardia cyriacigeorgica
867	GCA_000308575.1	Nocardia exalbida
868	GCA_000308595.1	Nocardia higoensis
869	GCA_000308615.1	Nocardia jiangxiensis
870	GCA_000308655.1	Nocardia niigatensis
871	GCA_000308675.1	Nocardia paucivorans
872	GCA_000308695.1	Nocardia takedensis
873	GCA_000308755.1	Nocardia pneumoniae
874	GCA_000308775.1	Nocardia testacea
875	GCA_000308795.1	Nocardia thailandica
876	GCA_000308815.1	Nocardia concava
877	GCA_000308835.1	Nocardia vinacea
878	GCA_000308855.1	Nocardia veterana
879	GCA_000308875.1	Nocardia transvalensis
880	GCA_000310185.1	Thauera aminoaromatica
881	GCA_000310225.1	Thauera phenylacetica
882	GCA_000311725.1	Bacillus massiliosenegalensis
883	GCA_000311785.1	Brevibacillus massiliensis
884	GCA_000311825.1	Peptoniphilus grossensis
885	GCA_000311845.1	Enorma massiliensis
886	GCA_000311865.1	Peptoniphilus obesi
887	GCA_000311925.1	Alistipes obesi
888	GCA_000311985.1	Kallipyga massiliensis
889	GCA_000312005.1	Cellulomonas massiliensis
890	GCA_000312025.1	Peptoniphilus timonensis
891	GCA_000312045.1	Noviherbaspirillum massiliense
892	GCA_000312105.1	Aeromicrobium massiliense
893	GCA_000312125.1	Timonella senegalensis
894	GCA_000312145.1	Alistipes senegalensis
895	GCA_000312365.2	Anaerococcus provencensis
896	GCA_000312425.1	Reyranella massiliensis
897	GCA_000312485.1	Yersinia massiliensis
898	GCA_000312505.3	Fenollaria massiliensis
899	GCA_000312525.1	Bartonella florencae
900	GCA_000312545.1	Bartonella senegalensis
901	GCA_000312565.2	Bartonella rattaustraliani
902	GCA_000313175.2	Leptospira santarosai
903	GCA_000314675.2	Afipia broomeae
904	GCA_000314855.2	Providencia burhodogranariea
905	GCA_000314895.2	Providencia sneebia
906	GCA_000314935.1	Paraglaciecola agarilytica
907	GCA_000314955.1	Paraglaciecola chathamensis
908	GCA_000314995.1	Paraglaciecola arctica
909	GCA_000315015.1	Paraglaciecola mesophila
910	GCA_000315055.1	Paraglaciecola polaris
911	GCA_000315235.1	Paenibacillus popilliae
912	GCA_000315365.1	Desulfotomaculum hydrothermale
913	GCA_000315425.1	Massilia timonae
914	GCA_000315485.1	Bacteroides oleiciplenus
915	GCA_000315525.1	Sphingobium yanoikuyae
916	GCA_000317835.1	Deinococcus peraridilitoris
917	GCA_000319575.2	Spiribacter salinus
918	GCA_000320405.1	Clostridium celatum
919	GCA_000321005.2	Anaerococcus senegalensis
920	GCA_000321025.1	Peptoniphilus senegalensis
921	GCA_000321165.1	Enorma timonensis
922	GCA_000321185.1	Bacillus massilioanorexius
923	GCA_000321415.2	Thioalkalivibrio nitratireducens
924	GCA_000325665.1	Brachyspira pilosicoli
925	GCA_000325705.1	Echinicola vietnamensis
926	GCA_000327285.1	Holdemania massiliensis
927	GCA_000327325.1	Gordonia rubripertincta
928	GCA_000327395.1	Mycoplasma feriruminatoris
929	GCA_000328705.1	Saccharothrix espanaensis
930	GCA_000330705.1	Salinicoccus carnicancri
931	GCA_000330885.1	Rhizobium tropici
932	GCA_000331025.1	Desulfovibrio hydrothermalis
933	GCA_000331515.1	Photobacterium marinum
934	GCA_000331575.1	Bacillus oryziterrae
935	GCA_000331735.1	Myxococcus stipitatus
936	GCA_000331995.1	Thermoclostridium stercorarium subsp. stercorarium
937	GCA_000332115.1	Nonlabens dokdonensis
938	GCA_000332455.2	Leptospira vanthielii
939	GCA_000332475.2	Leptospira yanagawae
940	GCA_000332495.2	Leptospira terpstrae
941	GCA_000332515.2	Leptospira wolbachii
942	GCA_000332815.1	Arthrobacter nitrophenolicus
943	GCA_000332975.1	Gordonia aichiensis
944	GCA_000332995.1	Gordonia amicalis
945	GCA_000333035.1	Gordonia sihwensis
946	GCA_000333895.2	Grimontia indica
947	GCA_000334155.1	Bacillus ligniniphilus
948	GCA_000334215.1	Halomonas jeotgali
949	GCA_000334455.1	Gordonia soli
950	GCA_000336555.1	Afipia clevelandensis
951	GCA_000336575.1	Halomonas titanicae
952	GCA_000340435.3	Mycobacterium haemophilum
953	GCA_000340475.1	Oceanobacillus kimchii
954	GCA_000340885.1	Clostridium saccharoperbutylacetonicum
955	GCA_000340945.1	Nocardiopsis synnemataformans
956	GCA_000340965.1	Nocardiopsis kunsanensis
957	GCA_000340985.1	Nocardiopsis valliformis
958	GCA_000341005.1	Nocardiopsis alkaliphila
959	GCA_000341025.1	Nocardiopsis salina
960	GCA_000341065.1	Nocardiopsis halotolerans
961	GCA_000341085.1	Nocardiopsis ganjiahuensis
962	GCA_000341105.1	Nocardiopsis potens
963	GCA_000341125.1	Nocardiopsis lucentensis
964	GCA_000341145.1	Nocardiopsis xinjiangensis
965	GCA_000341185.1	Nocardiopsis chromatogenes
966	GCA_000341225.1	Nocardiopsis alba
967	GCA_000341245.1	Nocardiopsis halophila
968	GCA_000341265.1	Nocardiopsis prasina
969	GCA_000341345.1	Corynebacterium halotolerans
970	GCA_000341355.1	Bartonella australis
971	GCA_000341895.1	Pseudodesulfovibrio piezophilus
972	GCA_000342005.1	Amycolatopsis decaplanina
973	GCA_000342045.1	Magnetospirillum caucaseum
974	GCA_000342125.1	Streptomyces mobaraensis
975	GCA_000342165.1	Pacificimonas flava
976	GCA_000344155.1	Gordonia paraffinivorans
977	GCA_000344175.1	Listeria fleischmannii subsp. fleischmannii
978	GCA_000344275.1	Streptococcus oralis subsp. tigurinus
979	GCA_000344785.1	Corynebacterium callunae
980	GCA_000344805.1	Bradyrhizobium oligotrophicum
981	GCA_000346635.1	Paenibacillus shenyangensis
982	GCA_000347175.1	Leptospira alstonii
983	GCA_000347635.1	Paraglaciecola psychrophila
984	GCA_000347775.1	Marinobacter santoriniensis
985	GCA_000348665.1	Deinococcus wulumuqiensis
986	GCA_000348785.1	Ilumatobacter coccineus
987	GCA_000348905.1	Bhargavaea cecembensis
988	GCA_000348925.1	Cesiribacter andamanensis
989	GCA_000348945.1	Paeniglutamicibacter gangotriensis
990	GCA_000349205.1	Methylophaga lonarensis
991	GCA_000349325.1	Streptomyces davaonensis
992	GCA_000349725.1	Lactobacillus pobuzihii
993	GCA_000349975.1	Helicobacter cinaedi
994	GCA_000350085.1	Mesorhizobium metallidurans
995	GCA_000350145.1	Ilumatobacter nonamiensis
996	GCA_000350165.1	Halanaerobium saccharolyticum subsp. saccharolyticum
997	GCA_000350485.1	Ruminiclostridium cellobioparum subsp. termitidis
998	GCA_000350525.1	Leucobacter salsicius
999	GCA_000354175.2	Vibrio alginolyticus
1000	GCA_000355695.1	Clavibacter nebraskensis
1001	GCA_000355905.1	Psychroflexus gondwanensis
1002	GCA_000359605.1	Gracilibacillus halophilus
1003	GCA_000359745.1	Rhizobium freirei
1004	GCA_000364625.1	Pseudomonas thermotolerans
1005	GCA_000364845.1	Marinobacter nanhaiticus
1006	GCA_000365305.1	Dickeya dianthicola
1007	GCA_000367345.1	Sphingobium xenophagum
1008	GCA_000367365.1	Streptomyces prunicolor
1009	GCA_000367405.1	Rickettsia prowazekii
1010	GCA_000367525.2	Phycicoccus elongatus
1011	GCA_000367925.1	Acinetobacter bohemicus
1012	GCA_000367945.1	Acinetobacter proteolyticus
1013	GCA_000367965.1	Acinetobacter modestus
